State,Fiscal year,Country,Commodity name,Dollar value,Fiscal quarter,Trade type,Fiscal quarter description
LA,2019,Nigeria,Wheat,30438358,3,Exports,Fiscal quarter 3
LA,2019,Egypt,Wheat,54536496,3,Exports,Fiscal quarter 3
LA,2019,World,Wheat,266533767,3,Exports,Fiscal quarter 3
LA,2019,Nigeria,Wheat,16279980,4,Exports,Fiscal quarter 4
LA,2019,Colombia,Wheat,19298785,4,Exports,Fiscal quarter 4
LA,2019,Honduras,Wheat,25079856,4,Exports,Fiscal quarter 4
LA,2019,Mexico,Wheat,38856516,4,Exports,Fiscal quarter 4
LA,2019,World,Wheat,193260855,4,Exports,Fiscal quarter 4
MT,2019,Thailand,Wheat,27033,0,Exports,Fiscal year total
MT,2019,Malaysia,Wheat,56278,0,Exports,Fiscal year total
MT,2019,Japan,Wheat,1178989,0,Exports,Fiscal year total
MT,2019,Mexico,Wheat,3140112,0,Exports,Fiscal year total
MT,2019,Canada,Wheat,11094709,0,Exports,Fiscal year total
MT,2019,World,Wheat,15497121,0,Exports,Fiscal year total
MT,2019,Malaysia,Wheat,56278,1,Exports,Fiscal quarter 1
MT,2019,Japan,Wheat,326707,1,Exports,Fiscal quarter 1
MT,2019,Canada,Wheat,2099577,1,Exports,Fiscal quarter 1
MT,2019,World,Wheat,2482562,1,Exports,Fiscal quarter 1
MT,2019,Canada,Wheat,951071,2,Exports,Fiscal quarter 2
MT,2019,World,Wheat,951071,2,Exports,Fiscal quarter 2
MT,2019,Japan,Wheat,852282,3,Exports,Fiscal quarter 3
MT,2019,Canada,Wheat,3164067,3,Exports,Fiscal quarter 3
MT,2019,World,Wheat,4016349,3,Exports,Fiscal quarter 3
MT,2019,Thailand,Wheat,27033,4,Exports,Fiscal quarter 4
MT,2019,Mexico,Wheat,3140112,4,Exports,Fiscal quarter 4
MT,2019,Canada,Wheat,4879994,4,Exports,Fiscal quarter 4
MT,2019,World,Wheat,8047139,4,Exports,Fiscal quarter 4
ND,2019,Colombia,Wheat,5432667,0,Exports,Fiscal year total
ND,2019,Peru,Wheat,5483703,0,Exports,Fiscal year total
ND,2019,Dominican Republic,Wheat,11674023,0,Exports,Fiscal year total
ND,2019,Panama,Wheat,15144079,0,Exports,Fiscal year total
ND,2019,Mexico,Wheat,70296732,0,Exports,Fiscal year total
ND,2019,World,Wheat,121927807,0,Exports,Fiscal year total
ND,2019,Dominican Republic,Wheat,4845061,1,Exports,Fiscal quarter 1
ND,2019,Panama,Wheat,5636048,1,Exports,Fiscal quarter 1
ND,2019,Mexico,Wheat,9224383,1,Exports,Fiscal quarter 1
ND,2019,World,Wheat,20833321,1,Exports,Fiscal quarter 1
ND,2019,Peru,Wheat,5483703,2,Exports,Fiscal quarter 2
ND,2019,Mexico,Wheat,12196910,2,Exports,Fiscal quarter 2
ND,2019,World,Wheat,21768908,2,Exports,Fiscal quarter 2
ND,2019,Panama,Wheat,3314388,3,Exports,Fiscal quarter 3
ND,2019,Mexico,Wheat,24141257,3,Exports,Fiscal quarter 3
ND,2019,World,Wheat,30624086,3,Exports,Fiscal quarter 3
ND,2019,Colombia,Wheat,5432667,4,Exports,Fiscal quarter 4
ND,2019,Panama,Wheat,6193643,4,Exports,Fiscal quarter 4
ND,2019,Dominican Republic,Wheat,6828962,4,Exports,Fiscal quarter 4
ND,2019,Mexico,Wheat,24734182,4,Exports,Fiscal quarter 4
ND,2019,World,Wheat,48701492,4,Exports,Fiscal quarter 4
OK,2019,South Africa,Wheat,2511842,0,Exports,Fiscal year total
OK,2019,Haiti,Wheat,2835529,0,Exports,Fiscal year total
OK,2019,Panama,Wheat,7564462,0,Exports,Fiscal year total
OK,2019,Kenya,Wheat,8369374,0,Exports,Fiscal year total
OK,2019,Mexico,Wheat,47955200,0,Exports,Fiscal year total
OK,2019,World,Wheat,70980804,0,Exports,Fiscal year total
OK,2019,Mexico,Wheat,12022036,1,Exports,Fiscal quarter 1
OK,2019,World,Wheat,12022036,1,Exports,Fiscal quarter 1
OK,2019,Mexico,Wheat,6204285,2,Exports,Fiscal quarter 2
OK,2019,Panama,Wheat,6245855,2,Exports,Fiscal quarter 2
OK,2019,World,Wheat,12450140,2,Exports,Fiscal quarter 2
OK,2019,Panama,Wheat,1318607,3,Exports,Fiscal quarter 3
OK,2019,South Africa,Wheat,2511842,3,Exports,Fiscal quarter 3
OK,2019,Haiti,Wheat,2835529,3,Exports,Fiscal quarter 3
OK,2019,Kenya,Wheat,8369374,3,Exports,Fiscal quarter 3
OK,2019,Mexico,Wheat,10918547,3,Exports,Fiscal quarter 3
OK,2019,World,Wheat,27698296,3,Exports,Fiscal quarter 3
OK,2019,Mexico,Wheat,18810332,4,Exports,Fiscal quarter 4
OK,2019,World,Wheat,18810332,4,Exports,Fiscal quarter 4
OR,2019,Taiwan,Wheat,61738723,0,Exports,Fiscal year total
OR,2019,South Korea,Wheat,65288551,0,Exports,Fiscal year total
OR,2019,Philippines,Wheat,102147021,0,Exports,Fiscal year total
OR,2019,Indonesia,Wheat,123347271,0,Exports,Fiscal year total
OR,2019,Japan,Wheat,178914223,0,Exports,Fiscal year total
OR,2019,World,Wheat,666402338,0,Exports,Fiscal year total
OR,2019,Taiwan,Wheat,1596576,1,Exports,Fiscal quarter 1
OR,2019,Philippines,Wheat,34416640,1,Exports,Fiscal quarter 1
OR,2019,Indonesia,Wheat,41693411,1,Exports,Fiscal quarter 1
OR,2019,South Korea,Wheat,44205065,1,Exports,Fiscal quarter 1
OR,2019,Japan,Wheat,70288517,1,Exports,Fiscal quarter 1
OR,2019,World,Wheat,244397683,1,Exports,Fiscal quarter 1
OR,2019,Taiwan,Wheat,16228315,2,Exports,Fiscal quarter 2
OR,2019,Indonesia,Wheat,26278874,2,Exports,Fiscal quarter 2
OR,2019,Philippines,Wheat,40217019,2,Exports,Fiscal quarter 2
OR,2019,Japan,Wheat,83924677,2,Exports,Fiscal quarter 2
OR,2019,World,Wheat,205378612,2,Exports,Fiscal quarter 2
OR,2019,South Korea,Wheat,18439319,3,Exports,Fiscal quarter 3
OR,2019,Japan,Wheat,21181177,3,Exports,Fiscal quarter 3
OR,2019,Philippines,Wheat,27513362,3,Exports,Fiscal quarter 3
OR,2019,Taiwan,Wheat,43913832,3,Exports,Fiscal quarter 3
OR,2019,Indonesia,Wheat,55374986,3,Exports,Fiscal quarter 3
OR,2019,World,Wheat,199118137,3,Exports,Fiscal quarter 3
OR,2019,South Korea,Wheat,2644167,4,Exports,Fiscal quarter 4
OR,2019,Japan,Wheat,3519852,4,Exports,Fiscal quarter 4
OR,2019,World,Wheat,17507906,4,Exports,Fiscal quarter 4
TX,2019,Egypt,Wheat,38261898,0,Exports,Fiscal year total
TX,2019,Ethiopia,Wheat,60004841,0,Exports,Fiscal year total
TX,2019,Algeria,Wheat,99805816,0,Exports,Fiscal year total
TX,2019,Mexico,Wheat,124274249,0,Exports,Fiscal year total
TX,2019,Nigeria,Wheat,311123605,0,Exports,Fiscal year total
TX,2019,World,Wheat,990219556,0,Exports,Fiscal year total
TX,2019,Algeria,Wheat,6570673,1,Exports,Fiscal quarter 1
TX,2019,Mexico,Wheat,19736033,1,Exports,Fiscal quarter 1
TX,2019,Nigeria,Wheat,25276545,1,Exports,Fiscal quarter 1
TX,2019,Ethiopia,Wheat,26727131,1,Exports,Fiscal quarter 1
TX,2019,World,Wheat,131004277,1,Exports,Fiscal quarter 1
TX,2019,Algeria,Wheat,22501813,2,Exports,Fiscal quarter 2
TX,2019,Ethiopia,Wheat,23169410,2,Exports,Fiscal quarter 2
TX,2019,Mexico,Wheat,38138008,2,Exports,Fiscal quarter 2
TX,2019,Egypt,Wheat,38261898,2,Exports,Fiscal quarter 2
TX,2019,Nigeria,Wheat,75619050,2,Exports,Fiscal quarter 2
TX,2019,World,Wheat,284245576,2,Exports,Fiscal quarter 2
TX,2019,Algeria,Wheat,31753660,3,Exports,Fiscal quarter 3
TX,2019,Mexico,Wheat,34361952,3,Exports,Fiscal quarter 3
TX,2019,Nigeria,Wheat,158600600,3,Exports,Fiscal quarter 3
TX,2019,World,Wheat,346253861,3,Exports,Fiscal quarter 3
TX,2019,Ethiopia,Wheat,10108300,4,Exports,Fiscal quarter 4
TX,2019,Mexico,Wheat,32038256,4,Exports,Fiscal quarter 4
TX,2019,Algeria,Wheat,38979670,4,Exports,Fiscal quarter 4
TX,2019,Nigeria,Wheat,51627410,4,Exports,Fiscal quarter 4
TX,2019,World,Wheat,228715842,4,Exports,Fiscal quarter 4
US,2019,South Korea,Wheat,330618643,0,Exports,Fiscal year total
US,2019,Nigeria,Wheat,479848444,0,Exports,Fiscal year total
US,2019,Japan,Wheat,608221565,0,Exports,Fiscal year total
US,2019,Philippines,Wheat,685628627,0,Exports,Fiscal year total
US,2019,Mexico,Wheat,776404643,0,Exports,Fiscal year total
US,2019,World,Wheat,6292178291,0,Exports,Fiscal year total
US,2019,Nigeria,Wheat,58296435,1,Exports,Fiscal quarter 1
US,2019,South Korea,Wheat,104138523,1,Exports,Fiscal quarter 1
US,2019,Philippines,Wheat,150795400,1,Exports,Fiscal quarter 1
US,2019,Japan,Wheat,165635997,1,Exports,Fiscal quarter 1
US,2019,Mexico,Wheat,166166004,1,Exports,Fiscal quarter 1
US,2019,World,Wheat,1441774960,1,Exports,Fiscal quarter 1
US,2019,South Korea,Wheat,69735843,2,Exports,Fiscal quarter 2
US,2019,Nigeria,Wheat,138333035,2,Exports,Fiscal quarter 2
US,2019,Philippines,Wheat,158752803,2,Exports,Fiscal quarter 2
US,2019,Mexico,Wheat,175142951,2,Exports,Fiscal quarter 2
US,2019,Japan,Wheat,176030560,2,Exports,Fiscal quarter 2
US,2019,World,Wheat,1524772933,2,Exports,Fiscal quarter 2
US,2019,South Korea,Wheat,97485867,3,Exports,Fiscal quarter 3
US,2019,Japan,Wheat,137686494,3,Exports,Fiscal quarter 3
US,2019,Philippines,Wheat,192450647,3,Exports,Fiscal quarter 3
US,2019,Nigeria,Wheat,203381444,3,Exports,Fiscal quarter 3
US,2019,Mexico,Wheat,210277273,3,Exports,Fiscal quarter 3
US,2019,World,Wheat,1830336000,3,Exports,Fiscal quarter 3
US,2019,South Korea,Wheat,59258410,4,Exports,Fiscal quarter 4
US,2019,Nigeria,Wheat,79837530,4,Exports,Fiscal quarter 4
US,2019,Japan,Wheat,128868514,4,Exports,Fiscal quarter 4
US,2019,Philippines,Wheat,183629777,4,Exports,Fiscal quarter 4
US,2019,Mexico,Wheat,224818415,4,Exports,Fiscal quarter 4
US,2019,World,Wheat,1495294398,4,Exports,Fiscal quarter 4
WA,2019,Guatemala,Wheat,130337062,0,Exports,Fiscal year total
WA,2019,Taiwan,Wheat,251695998,0,Exports,Fiscal year total
WA,2019,South Korea,Wheat,264234661,0,Exports,Fiscal year total
WA,2019,Japan,Wheat,412832606,0,Exports,Fiscal year total
WA,2019,Philippines,Wheat,577297808,0,Exports,Fiscal year total
WA,2019,World,Wheat,2498599185,0,Exports,Fiscal year total
WA,2019,Guatemala,Wheat,31763202,1,Exports,Fiscal quarter 1
WA,2019,South Korea,Wheat,59723782,1,Exports,Fiscal quarter 1
WA,2019,Taiwan,Wheat,86802841,1,Exports,Fiscal quarter 1
WA,2019,Japan,Wheat,94917095,1,Exports,Fiscal quarter 1
WA,2019,Philippines,Wheat,116378760,1,Exports,Fiscal quarter 1
WA,2019,World,Wheat,628297198,1,Exports,Fiscal quarter 1
WA,2019,Guatemala,Wheat,34718309,2,Exports,Fiscal quarter 2
WA,2019,Taiwan,Wheat,43333219,2,Exports,Fiscal quarter 2
WA,2019,South Korea,Wheat,69417290,2,Exports,Fiscal quarter 2
WA,2019,Japan,Wheat,89421445,2,Exports,Fiscal quarter 2
WA,2019,Philippines,Wheat,118535784,2,Exports,Fiscal quarter 2
WA,2019,World,Wheat,545995738,2,Exports,Fiscal quarter 2
WA,2019,Guatemala,Wheat,29887966,3,Exports,Fiscal quarter 3
WA,2019,Taiwan,Wheat,53865800,3,Exports,Fiscal quarter 3
WA,2019,South Korea,Wheat,78672611,3,Exports,Fiscal quarter 3
WA,2019,Japan,Wheat,105190256,3,Exports,Fiscal quarter 3
WA,2019,Philippines,Wheat,158753487,3,Exports,Fiscal quarter 3
WA,2019,World,Wheat,647982337,3,Exports,Fiscal quarter 3
WA,2019,Guatemala,Wheat,33967585,4,Exports,Fiscal quarter 4
WA,2019,South Korea,Wheat,56420978,4,Exports,Fiscal quarter 4
WA,2019,Taiwan,Wheat,67694138,4,Exports,Fiscal quarter 4
WA,2019,Japan,Wheat,123303810,4,Exports,Fiscal quarter 4
WA,2019,Philippines,Wheat,183629777,4,Exports,Fiscal quarter 4
WA,2019,World,Wheat,676323912,4,Exports,Fiscal quarter 4
IA,2019,New Zealand,Corn,21067079,0,Exports,Fiscal year total
IA,2019,Colombia,Corn,27364103,0,Exports,Fiscal year total
IA,2019,Egypt,Corn,28414259,0,Exports,Fiscal year total
IA,2019,Japan,Corn,84426814,0,Exports,Fiscal year total
IA,2019,Mexico,Corn,618804491,0,Exports,Fiscal year total
IA,2019,World,Corn,825871870,0,Exports,Fiscal year total
IA,2019,New Zealand,Corn,1997824,1,Exports,Fiscal quarter 1
IA,2019,Japan,Corn,12588824,1,Exports,Fiscal quarter 1
IA,2019,Egypt,Corn,28414259,1,Exports,Fiscal quarter 1
IA,2019,Mexico,Corn,185837518,1,Exports,Fiscal quarter 1
IA,2019,World,Corn,245298788,1,Exports,Fiscal quarter 1
IA,2019,New Zealand,Corn,6648710,2,Exports,Fiscal quarter 2
IA,2019,Colombia,Corn,20794534,2,Exports,Fiscal quarter 2
IA,2019,Japan,Corn,27919425,2,Exports,Fiscal quarter 2
IA,2019,Mexico,Corn,138203016,2,Exports,Fiscal quarter 2
IA,2019,World,Corn,195599014,2,Exports,Fiscal quarter 2
IA,2019,New Zealand,Corn,6672675,3,Exports,Fiscal quarter 3
IA,2019,Japan,Corn,17011383,3,Exports,Fiscal quarter 3
IA,2019,Mexico,Corn,155936618,3,Exports,Fiscal quarter 3
IA,2019,World,Corn,186273593,3,Exports,Fiscal quarter 3
IA,2019,New Zealand,Corn,5747870,4,Exports,Fiscal quarter 4
IA,2019,Colombia,Corn,6569569,4,Exports,Fiscal quarter 4
IA,2019,Japan,Corn,26907182,4,Exports,Fiscal quarter 4
IA,2019,Mexico,Corn,138827339,4,Exports,Fiscal quarter 4
IA,2019,World,Corn,198700475,4,Exports,Fiscal quarter 4
IL,2019,Costa Rica,Corn,15750672,0,Exports,Fiscal year total
IL,2019,Peru,Corn,19194440,0,Exports,Fiscal year total
IL,2019,Japan,Corn,29709145,0,Exports,Fiscal year total
IL,2019,Taiwan,Corn,153744076,0,Exports,Fiscal year total
IL,2019,Mexico,Corn,695633916,0,Exports,Fiscal year total
IL,2019,World,Corn,1024097945,0,Exports,Fiscal year total
IL,2019,Japan,Corn,688839,1,Exports,Fiscal quarter 1
IL,2019,Peru,Corn,5679920,1,Exports,Fiscal quarter 1
IL,2019,Taiwan,Corn,43957049,1,Exports,Fiscal quarter 1
IL,2019,Mexico,Corn,159717015,1,Exports,Fiscal quarter 1
IL,2019,World,Corn,246790096,1,Exports,Fiscal quarter 1
IL,2019,Costa Rica,Corn,5534186,2,Exports,Fiscal quarter 2
IL,2019,Peru,Corn,13514520,2,Exports,Fiscal quarter 2
IL,2019,Japan,Corn,14283710,2,Exports,Fiscal quarter 2
IL,2019,Taiwan,Corn,29791323,2,Exports,Fiscal quarter 2
IL,2019,Mexico,Corn,117227502,2,Exports,Fiscal quarter 2
IL,2019,World,Corn,212749395,2,Exports,Fiscal quarter 2
IL,2019,Japan,Corn,764079,3,Exports,Fiscal quarter 3
IL,2019,Taiwan,Corn,52416435,3,Exports,Fiscal quarter 3
IL,2019,Mexico,Corn,226791237,3,Exports,Fiscal quarter 3
IL,2019,World,Corn,310539517,3,Exports,Fiscal quarter 3
IL,2019,Costa Rica,Corn,10216486,4,Exports,Fiscal quarter 4
IL,2019,Japan,Corn,13972517,4,Exports,Fiscal quarter 4
IL,2019,Taiwan,Corn,27579269,4,Exports,Fiscal quarter 4
IL,2019,Mexico,Corn,191898162,4,Exports,Fiscal quarter 4
IL,2019,World,Corn,254018937,4,Exports,Fiscal quarter 4
KS,2019,Taiwan,Corn,55344,0,Exports,Fiscal year total
KS,2019,Philippines,Corn,65250,0,Exports,Fiscal year total
KS,2019,Canada,Corn,219821,0,Exports,Fiscal year total
KS,2019,Trinidad and Tobago,Corn,3544886,0,Exports,Fiscal year total
KS,2019,Mexico,Corn,192935575,0,Exports,Fiscal year total
KS,2019,World,Corn,196857461,0,Exports,Fiscal year total
KS,2019,Taiwan,Corn,55344,1,Exports,Fiscal quarter 1
KS,2019,Philippines,Corn,65250,1,Exports,Fiscal quarter 1
KS,2019,Canada,Corn,67789,1,Exports,Fiscal quarter 1
KS,2019,Trinidad and Tobago,Corn,1815571,1,Exports,Fiscal quarter 1
KS,2019,Mexico,Corn,46982478,1,Exports,Fiscal quarter 1
KS,2019,World,Corn,49009472,1,Exports,Fiscal quarter 1
KS,2019,Canada,Corn,117571,2,Exports,Fiscal quarter 2
KS,2019,Trinidad and Tobago,Corn,385946,2,Exports,Fiscal quarter 2
KS,2019,Mexico,Corn,38844912,2,Exports,Fiscal quarter 2
KS,2019,World,Corn,39348429,2,Exports,Fiscal quarter 2
KS,2019,Canada,Corn,34461,3,Exports,Fiscal quarter 3
KS,2019,Trinidad and Tobago,Corn,409107,3,Exports,Fiscal quarter 3
KS,2019,Mexico,Corn,50442266,3,Exports,Fiscal quarter 3
KS,2019,World,Corn,50899379,3,Exports,Fiscal quarter 3
KS,2019,Trinidad and Tobago,Corn,934262,4,Exports,Fiscal quarter 4
KS,2019,Mexico,Corn,56665919,4,Exports,Fiscal quarter 4
KS,2019,World,Corn,57600181,4,Exports,Fiscal quarter 4
LA,2019,Guatemala,Corn,197276125,0,Exports,Fiscal year total
LA,2019,Peru,Corn,262754814,0,Exports,Fiscal year total
LA,2019,Colombia,Corn,710410691,0,Exports,Fiscal year total
LA,2019,Mexico,Corn,767469676,0,Exports,Fiscal year total
LA,2019,Japan,Corn,978402788,0,Exports,Fiscal year total
LA,2019,World,Corn,3823856314,0,Exports,Fiscal year total
LA,2019,Guatemala,Corn,62543267,1,Exports,Fiscal quarter 1
LA,2019,Peru,Corn,100438905,1,Exports,Fiscal quarter 1
LA,2019,Japan,Corn,203479850,1,Exports,Fiscal quarter 1
LA,2019,Mexico,Corn,241314302,1,Exports,Fiscal quarter 1
LA,2019,Colombia,Corn,247986772,1,Exports,Fiscal quarter 1
LA,2019,World,Corn,1113056881,1,Exports,Fiscal quarter 1
LA,2019,Guatemala,Corn,35419610,2,Exports,Fiscal quarter 2
LA,2019,Peru,Corn,148671011,2,Exports,Fiscal quarter 2
LA,2019,Colombia,Corn,196489010,2,Exports,Fiscal quarter 2
LA,2019,Mexico,Corn,203942474,2,Exports,Fiscal quarter 2
LA,2019,Japan,Corn,240471976,2,Exports,Fiscal quarter 2
LA,2019,World,Corn,1072551189,2,Exports,Fiscal quarter 2
LA,2019,Peru,Corn,13369318,3,Exports,Fiscal quarter 3
LA,2019,Guatemala,Corn,51028004,3,Exports,Fiscal quarter 3
LA,2019,Mexico,Corn,158445000,3,Exports,Fiscal quarter 3
LA,2019,Colombia,Corn,211166218,3,Exports,Fiscal quarter 3
LA,2019,Japan,Corn,299354940,3,Exports,Fiscal quarter 3
LA,2019,World,Corn,962167509,3,Exports,Fiscal quarter 3
LA,2019,Peru,Corn,275580,4,Exports,Fiscal quarter 4
LA,2019,Guatemala,Corn,48285244,4,Exports,Fiscal quarter 4
LA,2019,Colombia,Corn,54768691,4,Exports,Fiscal quarter 4
LA,2019,Mexico,Corn,163767900,4,Exports,Fiscal quarter 4
LA,2019,Japan,Corn,235096022,4,Exports,Fiscal quarter 4
LA,2019,World,Corn,676080735,4,Exports,Fiscal quarter 4
MO,2019,Saudi Arabia,Corn,84368,0,Exports,Fiscal year total
MO,2019,Qatar,Corn,229817,0,Exports,Fiscal year total
MO,2019,Colombia,Corn,303734,0,Exports,Fiscal year total
MO,2019,Canada,Corn,1508191,0,Exports,Fiscal year total
MO,2019,Mexico,Corn,147738633,0,Exports,Fiscal year total
MO,2019,World,Corn,150093896,0,Exports,Fiscal year total
MO,2019,Canada,Corn,341336,1,Exports,Fiscal quarter 1
MO,2019,Mexico,Corn,65533908,1,Exports,Fiscal quarter 1
MO,2019,World,Corn,65988783,1,Exports,Fiscal quarter 1
MO,2019,Qatar,Corn,229817,2,Exports,Fiscal quarter 2
MO,2019,Colombia,Corn,303734,2,Exports,Fiscal quarter 2
MO,2019,Canada,Corn,358649,2,Exports,Fiscal quarter 2
MO,2019,Mexico,Corn,35105942,2,Exports,Fiscal quarter 2
MO,2019,World,Corn,36047407,2,Exports,Fiscal quarter 2
MO,2019,Saudi Arabia,Corn,84368,3,Exports,Fiscal quarter 3
MO,2019,Canada,Corn,434997,3,Exports,Fiscal quarter 3
MO,2019,Mexico,Corn,29091964,3,Exports,Fiscal quarter 3
MO,2019,World,Corn,29659316,3,Exports,Fiscal quarter 3
MO,2019,Canada,Corn,373209,4,Exports,Fiscal quarter 4
MO,2019,Mexico,Corn,18006819,4,Exports,Fiscal quarter 4
MO,2019,World,Corn,18398390,4,Exports,Fiscal quarter 4
MT,2019,Canada,Corn,23875071,0,Exports,Fiscal year total
MT,2019,World,Corn,23875071,0,Exports,Fiscal year total
MT,2019,Canada,Corn,5716636,1,Exports,Fiscal quarter 1
MT,2019,World,Corn,5716636,1,Exports,Fiscal quarter 1
MT,2019,Canada,Corn,5010279,2,Exports,Fiscal quarter 2
MT,2019,World,Corn,5010279,2,Exports,Fiscal quarter 2
MT,2019,Canada,Corn,6772496,3,Exports,Fiscal quarter 3
MT,2019,World,Corn,6772496,3,Exports,Fiscal quarter 3
MT,2019,Canada,Corn,6375660,4,Exports,Fiscal quarter 4
MT,2019,World,Corn,6375660,4,Exports,Fiscal quarter 4
ND,2019,El Salvador,Corn,11200,0,Exports,Fiscal year total
ND,2019,Poland,Corn,17461,0,Exports,Fiscal year total
ND,2019,Spain,Corn,28050,0,Exports,Fiscal year total
ND,2019,Belgium,Corn,94800,0,Exports,Fiscal year total
ND,2019,Canada,Corn,169697298,0,Exports,Fiscal year total
ND,2019,World,Corn,169859784,0,Exports,Fiscal year total
ND,2019,Belgium,Corn,25200,1,Exports,Fiscal quarter 1
ND,2019,Canada,Corn,39383926,1,Exports,Fiscal quarter 1
ND,2019,World,Corn,39409126,1,Exports,Fiscal quarter 1
ND,2019,El Salvador,Corn,11200,2,Exports,Fiscal quarter 2
ND,2019,Belgium,Corn,23200,2,Exports,Fiscal quarter 2
ND,2019,Spain,Corn,28050,2,Exports,Fiscal quarter 2
ND,2019,Canada,Corn,40844070,2,Exports,Fiscal quarter 2
ND,2019,World,Corn,40906520,2,Exports,Fiscal quarter 2
ND,2019,Poland,Corn,17461,3,Exports,Fiscal quarter 3
ND,2019,Belgium,Corn,34800,3,Exports,Fiscal quarter 3
ND,2019,Canada,Corn,49951273,3,Exports,Fiscal quarter 3
ND,2019,World,Corn,50014509,3,Exports,Fiscal quarter 3
ND,2019,Belgium,Corn,11600,4,Exports,Fiscal quarter 4
ND,2019,Canada,Corn,39518029,4,Exports,Fiscal quarter 4
ND,2019,World,Corn,39529629,4,Exports,Fiscal quarter 4
NE,2019,Philippines,Corn,1047845,0,Exports,Fiscal year total
NE,2019,China,Corn,1190588,0,Exports,Fiscal year total
NE,2019,Japan,Corn,2312433,0,Exports,Fiscal year total
NE,2019,Canada,Corn,4700424,0,Exports,Fiscal year total
NE,2019,Mexico,Corn,405460637,0,Exports,Fiscal year total
NE,2019,World,Corn,422051170,0,Exports,Fiscal year total
NE,2019,Philippines,Corn,159770,1,Exports,Fiscal quarter 1
NE,2019,Japan,Corn,440786,1,Exports,Fiscal quarter 1
NE,2019,China,Corn,881578,1,Exports,Fiscal quarter 1
NE,2019,Canada,Corn,1296409,1,Exports,Fiscal quarter 1
NE,2019,Mexico,Corn,140058105,1,Exports,Fiscal quarter 1
