"commodity_desc","geography_desc","attribute_desc","unit_desc","year_id","month_id","month_desc","amount"
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2003,10,"October",97.63
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2003,11,"November",100.31
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2003,12,"December",91.11
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2004,1,"January",80.25
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2004,2,"February",78.57
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2004,3,"March",85.41
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2004,4,"April",85.6
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2004,5,"May",87.34
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2004,6,"June",89.16
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2004,7,"July",84.91
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2004,8,"August",84.28
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2004,9,"September",82.74
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2004,10,"October",85.49
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2004,11,"November",86.31
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2004,12,"December",87.48
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2005,1,"January",89.87
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2005,2,"February",88.9
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2005,3,"March",90.57
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2005,4,"April",92
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2005,5,"May",89.52
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2005,6,"June",84.9
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2005,7,"July",80.67
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2005,8,"August",80.96
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2005,9,"September",84.91
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2005,10,"October",88.11
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2005,11,"November",90.48
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2005,12,"December",93.7
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2006,1,"January",94.99
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2006,2,"February",90.05
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2006,3,"March",86.06
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2006,4,"April",82.09
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2006,5,"May",79.05
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2006,6,"June",82.95
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2006,7,"July",81.11
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2006,8,"August",84.46
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2006,9,"September",90.21
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2006,10,"October",88.96
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2006,11,"November",87.53
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2006,12,"December",86.5
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2007,1,"January",88.14
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2007,2,"February",91.4
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2007,3,"March",96.6
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2007,4,"April",97.63
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2007,5,"May",96.67
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2007,6,"June",90.04
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2007,7,"July",90.41
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2007,8,"August",92.35
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2007,9,"September",94.79
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2007,10,"October",92.87
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2007,11,"November",93.66
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2007,12,"December",93.01
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2008,1,"January",92.45
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2008,2,"February",91.83
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2008,3,"March",89.4
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2008,4,"April",88.9
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2008,5,"May",94.13
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2008,6,"June",96.14
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2008,7,"July",98.58
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2008,8,"August",99.07
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2008,9,"September",98.94
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2008,10,"October",91.94
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2008,11,"November",91.06
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2008,12,"December",85.7
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2009,1,"January",83.5
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2009,2,"February",82.1
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2009,3,"March",82.35
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2009,4,"April",86.7
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2009,5,"May",84.64
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2009,6,"June",81.97
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2009,7,"July",82.9
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2009,8,"August",83.15
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2009,9,"September",84.65
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2009,10,"October",84.68
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2009,11,"November",85.35
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2009,12,"December",83.08
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2010,1,"January",85.5
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2010,2,"February",90.31
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2010,3,"March",95.41
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2010,4,"April",98.57
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2010,5,"May",98.47
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2010,6,"June",92.49
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2010,7,"July",93.5
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2010,8,"August",96.64
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2010,9,"September",97.43
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2010,10,"October",98.89
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2010,11,"November",100.01
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2010,12,"December",104.42
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2011,1,"January",106.1
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2011,2,"February",109.22
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2011,3,"March",115.58
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2011,4,"April",119.58
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2011,5,"May",109.79
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2011,6,"June",106.66
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2011,7,"July",111.71
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2011,8,"August",113.57
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2011,9,"September",117.25
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2011,10,"October",120.38
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2011,11,"November",123.16
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2011,12,"December",121.32
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2012,1,"January",123.58
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2012,2,"February",126.43
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2012,3,"March",126.59
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2012,4,"April",120.55
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2012,5,"May",120.59
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2012,6,"June",120.32
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2012,7,"July",114.81
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2012,8,"August",119.91
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2012,9,"September",125.02
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2012,10,"October",126.15
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2012,11,"November",126.63
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2012,12,"December",125.52
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2013,1,"January",124.97
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2013,2,"February",124.42
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2013,3,"March",126.39
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2013,4,"April",127.21
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2013,5,"May",125.39
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2013,6,"June",120.81
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2013,7,"July",118.97
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2013,8,"August",121.9
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2013,9,"September",123.98
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2013,10,"October",128.72
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2013,11,"November",131.54
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2013,12,"December",132.06
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2014,1,"January",141.41
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2014,2,"February",144.85
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2014,3,"March",149.24
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2014,4,"April",146.09
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2014,5,"May",144.07
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2014,6,"June",148.65
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2014,7,"July",156.8
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2014,8,"August",157.81
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2014,9,"September",161.05
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2014,10,"October",164.98
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2014,11,"November",169.88
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2014,12,"December",163.14
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2015,1,"January",163.25
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2015,2,"February",160.09
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2015,3,"March",162.96
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2015,4,"April",161.1
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2015,5,"May",160.06
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2015,6,"June",150.84
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2015,7,"July",149.1
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2015,8,"August",148.53
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2015,9,"September",131.63
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2015,10,"October",135.52
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2015,11,"November",130.73
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2015,12,"December",124.65
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2016,1,"January",134.61
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2016,2,"February",136.02
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2016,3,"March",135.78
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2016,4,"April",129.84
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2016,5,"May",131.6
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2016,6,"June",122.06
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2016,7,"July",118.25
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2016,8,"August",117.32
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2016,9,"September",106.08
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2016,10,"October",102.87
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2016,11,"November",109.46
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2016,12,"December",113.28
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2017,1,"January",120.49
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2017,2,"February",121.62
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2017,3,"March",126.67
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2017,4,"April",131.8
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2017,5,"May",135.58
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2017,6,"June",131.08
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2017,7,"July",118.59
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2017,8,"August",112.03
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2017,9,"September",107.2
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2017,10,"October",111.98
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2017,11,"November",121.39
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2017,12,"December",119.77
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2018,1,"January",123.37
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2018,2,"February",127.98
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2018,3,"March",125.64
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2018,4,"April",120.29
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2018,5,"May",120.05
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2018,6,"June",111
"Cattle","Texas/Oklahoma/New Mexico","Steers 35-65 percent Choice","Dollars per hundredweight",2018,7,"July",112.16
