"commodity_desc","geography_desc","attribute_desc","unit_desc","year_id","month_id","month_desc","amount"
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2000,11,"November",118.05
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2000,12,"December",126.41
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2001,1,"January",129.78
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2001,2,"February",128.87
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2001,3,"March",129.58
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2001,4,"April",128.93
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2001,5,"May",129.03
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2001,6,"June",126.82
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2001,7,"July",118.93
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2001,8,"August",120.2
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2001,9,"September",119.3
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2001,10,"October",115.93
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2001,11,"November",110.95
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2001,12,"December",113.04
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2002,1,"January",111.99
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2002,2,"February",111.53
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2002,3,"March",120.54
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2002,4,"April",116.61
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2002,5,"May",115.14
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2002,6,"June",114.06
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2002,7,"July",109.88
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2002,8,"August",110.93
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2002,9,"September",111.83
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2002,10,"October",111.64
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2002,11,"November",116.41
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2002,12,"December",122.45
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2003,1,"January",128.59
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2003,2,"February",128.77
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2003,3,"March",126.35
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2003,4,"April",133.03
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2003,5,"May",141.44
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2003,6,"June",141.16
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2003,7,"July",130.13
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2003,8,"August",139.91
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2003,9,"September",156.64
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2003,10,"October",176.06
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2003,11,"November",167.15
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2003,12,"December",153.71
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2004,1,"January",137.23
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2004,2,"February",127.37
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2004,3,"March",140.74
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2004,4,"April",157.96
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2004,5,"May",155.77
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2004,6,"June",147.97
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2004,7,"July",139.47
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2004,8,"August",137.54
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2004,9,"September",133.22
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2004,10,"October",136.43
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2004,11,"November",133.73
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2004,12,"December",141.49
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2005,1,"January",148.93
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2005,2,"February",143.02
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2005,3,"March",150.66
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2005,4,"April",157.34
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2005,5,"May",156.82
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2005,6,"June",140.02
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2005,7,"July",131.19
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2005,8,"August",132.85
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2005,9,"September",137.97
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2005,10,"October",144.3
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2005,11,"November",148.81
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2005,12,"December",157.49
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2006,1,"January",155.6
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2006,2,"February",149.71
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2006,3,"March",144.94
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2006,4,"April",141.83
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2006,5,"May",147.45
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2006,6,"June",153.09
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2006,7,"July",147.01
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2006,8,"August",146.22
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2006,9,"September",144.69
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2006,10,"October",144.79
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2006,11,"November",143.64
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2006,12,"December",142.92
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2007,1,"January",149.15
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2007,2,"February",149.54
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2007,3,"March",159.23
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2007,4,"April",163.23
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2007,5,"May",160.2
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2007,6,"June",145.59
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2007,7,"July",141.47
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2007,8,"August",144.51
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2007,9,"September",146.99
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2007,10,"October",144.09
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2007,11,"November",145.39
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2007,12,"December",148.25
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2008,1,"January",146.41
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2008,2,"February",149.63
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2008,3,"March",144.42
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2008,4,"April",147.47
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2008,5,"May",156.07
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2008,6,"June",159.1
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2008,7,"July",167.33
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2008,8,"August",162.31
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2008,9,"September",159.56
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2008,10,"October",148.03
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2008,11,"November",153.29
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2008,12,"December",144.42
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2009,1,"January",147.68
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2009,2,"February",136.03
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2009,3,"March",135.91
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2009,4,"April",144.42
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2009,5,"May",146.22
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2009,6,"June",140.22
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2009,7,"July",139.59
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2009,8,"August",142.13
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2009,9,"September",140.94
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2009,10,"October",137.15
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2009,11,"November",140.6
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2009,12,"December",138.35
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2010,1,"January",142.87
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2010,2,"February",143.22
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2010,3,"March",155.73
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2010,4,"April",167.37
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2010,5,"May",168.8
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2010,6,"June",156.54
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2010,7,"July",154.53
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2010,8,"August",156.67
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2010,9,"September",159.2
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2010,10,"October",156.58
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2010,11,"November",159.25
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2010,12,"December",162.2
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2011,1,"January",169.96
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2011,2,"February",169.82
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2011,3,"March",182.52
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2011,4,"April",188.05
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2011,5,"May",177.96
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2011,6,"June",176.02
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2011,7,"July",178.44
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2011,8,"August",181.12
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2011,9,"September",183.05
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2011,10,"October",185.34
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2011,11,"November",192.51
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2011,12,"December",190.72
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2012,1,"January",186.77
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2012,2,"February",190.46
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2012,3,"March",190.54
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2012,4,"April",183.43
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2012,5,"May",192.84
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2012,6,"June",197.24
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2012,7,"July",185.25
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2012,8,"August",186.82
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2012,9,"September",192.09
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2012,10,"October",194.19
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2012,11,"November",194.22
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2012,12,"December",194.25
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2013,1,"January",191.12
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2013,2,"February",183.6
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2013,3,"March",193.79
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2013,4,"April",191.01
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2013,5,"May",205.64
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2013,6,"June",200.83
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2013,7,"July",191.87
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2013,8,"August",191.66
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2013,9,"September",194.01
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2013,10,"October",202.33
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2013,11,"November",202.01
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2013,12,"December",199.77
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2014,1,"January",221.17
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2014,2,"February",214.43
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2014,3,"March",239.03
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2014,4,"April",229.14
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2014,5,"May",228.96
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2014,6,"June",236.6
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2014,7,"July",252.87
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2014,8,"August",254.83
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2014,9,"September",246.14
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2014,10,"October",246.8
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2014,11,"November",253.18
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2014,12,"December",247.35
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2015,1,"January",254.45
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2015,2,"February",241.3
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2015,3,"March",247.62
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2015,4,"April",257.44
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2015,5,"May",260.25
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2015,6,"June",250.06
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2015,7,"July",238.91
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2015,8,"August",241.81
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2015,9,"September",227.68
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2015,10,"October",212.095
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2015,11,"November",210.625
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2015,12,"December",207.46
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2016,1,"January",227.76
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2016,2,"February",217.46
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2016,3,"March",224.61
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2016,4,"April",218.875
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2016,5,"May",216.9075
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2016,6,"June",219.846
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2016,7,"July",203.8775
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2016,8,"August",199.3
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2016,9,"September",187.77
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2016,10,"October",182.29
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2016,11,"November",186.27
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2016,12,"December",195.23
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2017,1,"January",194.4
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2017,2,"February",191.42
"Beef","Central U.S.","Boxed beef cutout Choice 1-3, 600 - 900 pounds","Dollars per hundredweight",2017,3,"March",216.36
