"table_name","year_value","year_unit","year_start_month","month","variable","commodity_element","market_segment","geographic_extent","value","unit"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Grapes","Juice","United States","       2.438148003760864490629956","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Grapes","Dried","United States","       9.623790984937748760330578","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Grapes","Wine","United States","      24.594344371316530839521874","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Bananas","Fresh","United States","      19.253330887242871227726937","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Oranges","All","United States","     102.118496219912486822067876","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Oranges","Fresh","United States","      14.743091705460130924620898","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Oranges","Juice","United States","      87.375404514452355897446978","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Grapefruit","All","United States","      19.709547693335622398080886","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Grapefruit","Fresh","United States","       9.260991731730348064388636","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Grapefruit","Juice","United States","      10.448555961605276110049090","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Lemons","All","United States","       4.288802434580054168122842","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Lemons","Fresh","United States","       1.931414723949429923521848","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Lemons","Juice","United States","       2.357387710630623800511785","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Other citrus fruit","All","United States","       4.856430079672025890147324","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Other citrus fruit","Fresh","United States","       2.613026425795987428557510","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Other citrus fruit","Juice","United States","       2.243403653876038461589815","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Peaches","Fresh","United States","       5.138624532758501395335315","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Peaches","Canned","United States","       5.880885790457418771381981","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Peaches","Frozen","United States","       0.162500000000000005551115","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Pears","Fresh","United States","       2.823263177585443539641119","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Pears","Canned","United States","       4.317658169806414036884235","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Cherries","All","United States","       1.709544363498334718087790","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Cherries","Fresh","United States","       0.820051826541610240361990","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Cherries","Canned","United States","       0.231868760957458230897998","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Cherries","Frozen","United States","       0.657623775999266246827801","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Strawberries","All","United States","       2.759497328410576599821979","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Strawberries","Fresh","United States","       1.656156121723576513105058","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Strawberries","Frozen","United States","       1.103341206686999864672316","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Pineapples","All","United States","      10.267900340092186439733268","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Pineapples","Fresh","United States","       1.147980828766023808640284","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Pineapples","Canned","United States","       6.034172085454169831564286","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Pineapples","Juice","United States","       3.085747425871992799528698","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Olives","Canned","United States","       1.034236942717708052086323","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Avocados","Fresh","United States","       1.175995168884711672419030","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","All","United States","       7.623206121467160478744063","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Fresh","United States","       1.926897057811819191641689","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Canned","United States","       1.001009063655340591836307","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Frozen","United States","       0.517400000000000082067686","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Juice","United States","       1.429999999999999937827511","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Dried","United States","       2.747900000000000453326265","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","All","United States","     263.607403591522086117038270","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Fresh","United States","      83.107762854819796416450117","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Canned","United States","      23.198774701377228524279417","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Frozen","United States","       3.256332401249784069818816","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Juice","United States","     115.676129437740570438108989","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Dried","United States","      13.443736208248378005691848","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Tree nuts","All","United States","       1.927661537806107716619408","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Almonds","All","United States","       0.421664484279972107128032","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Pecans","All","United States","       0.334014663813595291674829","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Walnuts","All","United States","       0.512132445146683434877843","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Other tree nuts","All","United States","       0.659849944565857104983309","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Fruit and tree nuts","All","United States","     282.370239833409868879243731","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Citrus fruit","All","United States","     130.973276427500195495667867","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Noncitrus fruit and tree nuts","All","United States","     132.634127164021890621370403","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1976","Calendar year","January",NA,"Per capita availability","Melons","All","United States","      18.762836241887768551350746","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Apples","All","United States","      31.497776315749867137583351","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Apples","Fresh","United States","      16.515936192019935901953431","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Apples","Canned","United States","       4.884745520979605792888378","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Apples","Frozen","United States","       0.682839903616778820527600","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Apples","Juice","United States","       7.874619576750633953565739","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Apples","Dried","United States","       0.993754511755171043851931","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Apples","Other processed","United States","       0.545880610627740181506340","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Grapes","All","United States","      37.892396019809737595096522","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Grapes","Fresh","United States","       3.539419443102444606807921","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Grapes","Canned","United States","       0.487635284928006063065453","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Grapes","Juice","United States","       1.922594090964815594091419","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Grapes","Dried","United States","       6.226587710442653467168839","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Grapes","Wine","United States","      25.716159490371822471388441","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Bananas","Fresh","United States","      19.209585949809074634231365","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Oranges","All","United States","     110.556122773018557836621767","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Oranges","Fresh","United States","      13.443395583888410271811154","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Oranges","Juice","United States","      97.112727189130154670237971","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Grapefruit","All","United States","      22.105871194578099903083057","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Grapefruit","Fresh","United States","       7.726994830709147166203365","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Grapefruit","Juice","United States","      14.378876363868952736879692","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Lemons","All","United States","       6.660398360404036210979939","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Lemons","Fresh","United States","       2.150178429356398357441549","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Lemons","Juice","United States","       4.510219931047638297627600","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Other citrus fruit","All","United States","       4.773458396825676075536649","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Other citrus fruit","Fresh","United States","       2.868014212782759031483693","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Other citrus fruit","Juice","United States","       1.905444184042917044052956","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Peaches","Fresh","United States","       5.094465557871221683683416","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Peaches","Canned","United States","       6.071887073300313630852543","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Peaches","Frozen","United States","       0.350000000000000033306691","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Pears","Fresh","United States","       2.379028070634873870403680","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Pears","Canned","United States","       4.463668913702100837781472","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Cherries","All","United States","       1.608957962533101637703226","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Cherries","Fresh","United States","       0.630224437996903197323206","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Cherries","Canned","United States","       0.280628284319887788544889","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Cherries","Frozen","United States","       0.698105240216310596323979","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Strawberries","All","United States","       2.963548690286461617660052","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Strawberries","Fresh","United States","       1.912467819051121731277476","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Strawberries","Frozen","United States","       1.051080871235339886382576","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Pineapples","All","United States","      10.925965240702147696083557","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Pineapples","Fresh","United States","       1.361248461898210582177171","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Pineapples","Canned","United States","       5.993212367686923336407290","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Pineapples","Juice","United States","       3.571504411117013777499096","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Olives","Canned","United States","       1.116483750900152838170243","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Avocados","Fresh","United States","       1.122267897657074797734822","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","All","United States","       7.469241739633066146097917","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Fresh","United States","       2.217706673205018130801136","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Canned","United States","       0.917535066428047829667491","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Frozen","United States","       0.517400000000000082067686","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Juice","United States","       1.169999999999999928945726","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Other noncitrus fruit","Dried","United States","       2.646600000000000285638180","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","All","United States","     276.261123907415537814813433","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Fresh","United States","      80.170933559982586302794516","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Canned","United States","      24.215796262245035563864803","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Frozen","United States","       3.299426015068429585141985","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Juice","United States","     132.445985746922133330372162","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Citrus and noncitrus fruit","Dried","United States","       9.866942222197824463592042","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Tree nuts","All","United States","       1.731077139404801013000679","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Almonds","All","United States","       0.447310555949376242867999","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Pecans","All","United States","       0.370900815886073931260114","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Walnuts","All","United States","       0.484635937835337704537864","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Other tree nuts","All","United States","       0.428229829734013023312400","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Fruit and tree nuts","All","United States","     295.606616758363827557332115","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Citrus fruit","All","United States","     144.095850724826362920794054","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Noncitrus fruit and tree nuts","All","United States","     132.165273182589174894019379","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1977","Calendar year","January",NA,"Per capita availability","Melons","All","United States","      19.345492850948286189805003","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Apples","All","United States","      35.883690548991580726578832","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Apples","Fresh","United States","      17.945404596520219797639584","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Apples","Canned","United States","       5.509508626851004287061642","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Apples","Frozen","United States","       1.038125656087374171221427","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Apples","Juice","United States","       9.569102861099322510085585","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Apples","Dried","United States","       0.988904134188015149220519","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Apples","Other processed","United States","       0.832644674245639149212650","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Grapes","All","United States","      41.338120786294219044521014","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Grapes","Fresh","United States","       3.084707301275321889022507","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Grapes","Canned","United States","       0.491367565273714057560994","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Grapes","Juice","United States","       3.359032531392501574885046","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Grapes","Dried","United States","       5.254883460459967459144082","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Grapes","Wine","United States","      29.148129927892714619019898","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Bananas","Fresh","United States","      20.188242693802365579358593","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Oranges","All","United States","      91.783196890725719185866183","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Oranges","Fresh","United States","      13.443448570209133308139826","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Oranges","Juice","United States","      78.339748320516591206796875","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Grapefruit","All","United States","      24.355589044776035478889753","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Grapefruit","Fresh","United States","       8.345020024652672674392306","pounds, farm weight"
"Table A-1--Fruit and tree nuts: Per capita availability, United States, 1976 to date","1978","Calendar year","January",NA,"Per capita availability","Grapefruit","Juice","United States","      16.010569020123362804497447","pounds, farm weight"
