"table_name","year_value","year_unit","year_start_month","month","variable","commodity_element","market_segment","geographic_extent","value","unit"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1990/91","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    5515.000000000000000000000000","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1990/91","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     229.655000000000001136868377","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1990/91","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    5744.654999999999745341483504","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1990/91","Marketing year","August",NA,"Exports","Apples","Fresh","United States","     817.955000000000040927261580","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1990/91","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    4926.699999999999818101059645","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1990/91","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      19.559012104538108900442239","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1991/92","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    5447.000000000000000000000000","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1991/92","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     303.038999999999987267074175","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1991/92","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    5750.038999999999759893398732","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1991/92","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1132.025000000000090949470177","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1991/92","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    4618.013999999999214196577668","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1991/92","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      18.094673489698838153572069","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1992/93","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    5767.000000000000000000000000","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1992/93","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     259.399999999999977262632456","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1992/93","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6026.399999999999636202119291","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1992/93","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1082.200000000000045474735089","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1992/93","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    4944.199999999999818101059645","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1992/93","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      19.113263929426047127435595","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1993/94","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    6124.600000000000363797880709","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1993/94","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     238.900000000000005684341886","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1993/94","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6363.507000000000516592990607","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1993/94","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1390.599999999999909050529823","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1993/94","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    4972.892000000000734871719033","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1993/94","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      18.986404193662927752939140","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1994/95","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    6368.800000000000181898940355","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1994/95","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     286.930000000000006821210263","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1994/95","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6655.729999999999563442543149","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1994/95","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1526.700000000000045474735089","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1994/95","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    5129.004000000000814907252789","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1994/95","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      19.351617089992608100601501","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1995/96","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    5840.199999999999818101059645","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1995/96","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     383.399999999999977262632456","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1995/96","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6223.600000000000363797880709","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1995/96","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1217.200000000000045474735089","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1995/96","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    5006.399999999999636202119291","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1995/96","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      18.670077680113067231104651","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1996/97","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    6206.899999999999636202119291","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1996/97","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     373.300000000000011368683772","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1996/97","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6580.199999999999818101059645","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1996/97","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1518.299999999999954525264911","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1996/97","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    5061.899999999999636202119291","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1996/97","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      18.653817806603772311291323","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1997/98","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    5814.500000000000000000000000","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1997/98","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     356.399999999999977262632456","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1997/98","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6170.899999999999636202119291","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1997/98","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1209.099999999999909050529823","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1997/98","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    4961.800000000000181898940355","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1997/98","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      18.067480864885332891844882","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1998/99","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    6412.500000000000000000000000","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1998/99","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     344.199999999999988631316228","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1998/99","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6756.699999999999818101059645","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1998/99","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1487.799999999999954525264911","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1998/99","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    5268.899999999999636202119291","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1998/99","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      18.967205442960505479277344","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1999/2000","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    5995.699999999999818101059645","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1999/2000","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     377.500000000000000000000000","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1999/2000","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6373.199999999999818101059645","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1999/2000","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1175.200000000000045474735089","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1999/2000","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    5198.100000000000363797880709","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","1999/2000","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      18.499800694721258764730010","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2000/01","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    6265.500000000000000000000000","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2000/01","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     358.927316999999959534761729","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2000/01","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6624.427316999999675317667425","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2000/01","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1667.077529999999796928022988","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2000/01","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    4957.349787000000105763319880","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2000/01","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      17.460375412087913105096959","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2001/02","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    5467.500000000000000000000000","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2001/02","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     361.406742000000065218046075","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2001/02","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    5828.906742000000122061464936","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2001/02","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1353.143386000000191415892914","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2001/02","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    4475.763355999999475898221135","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2001/02","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      15.606522434690431211379291","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2002/03","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    5366.000000000000000000000000","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2002/03","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     412.446970000000021627784008","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2002/03","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    5778.446969999999964784365147","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2002/03","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1144.934234999999944193405099","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2002/03","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    4633.512735000000247964635491","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2002/03","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      16.004230255113675696065911","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2003/04","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    5453.300000000000181898940355","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2003/04","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     472.734531000000060885213315","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2003/04","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    5926.034531000000242784153670","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2003/04","Marketing year","August",NA,"Exports","Apples","Fresh","United States","     986.320257000000083280610852","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2003/04","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    4939.714273999999932129867375","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2003/04","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      16.905713619811631787115402","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2004/05","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    6619.000000000000000000000000","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2004/05","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     262.836591999999996005499270","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2004/05","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6881.836591999999654944986105","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2004/05","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1339.040165999999999257852323","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2004/05","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    5542.796425999999883060809225","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2004/05","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      18.794619536542857218819336","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2005/06","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    6096.899999999999636202119291","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2005/06","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     348.812757999999973890226102","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2005/06","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6445.712757999999666935764253","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2005/06","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1488.394470000000183063093573","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2005/06","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    4957.318287999999483872670680","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2005/06","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      16.655025207712490953326778","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2006/07","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    6308.500000000000000000000000","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2006/07","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     427.853818000000046595232561","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2006/07","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6736.353817999999591847881675","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2006/07","Marketing year","August",NA,"Exports","Apples","Fresh","United States","    1407.301313000000391184585169","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2006/07","Marketing year","August",NA,"Domestic availability","Apples","Fresh","United States","    5329.052504999999655410647392","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2006/07","Marketing year","August",NA,"Per capita availability","Apples","Fresh","United States","      17.729585742612467669232501","pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2007/08","Marketing year","August",NA,"Utilized production","Apples","Fresh","United States","    6077.300000000000181898940355","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2007/08","Marketing year","August",NA,"Imports","Apples","Fresh","United States","     381.151354000000026189809432","million pounds"
"Table G-1--Apples, fresh: Supply and availability, 1980/81 to date","2007/08","Marketing year","August",NA,"Supply","Apples","Fresh","United States","    6458.451353999999810184817761","million pounds"
