"table_name","year_value","year_unit","year_start_month","month","variable","commodity_element","market_segment","geographic_extent","value","unit"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1975","Calendar year","January",NA,"Import share","Oranges","Fresh","United States","       0.796006554662032406177730","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1975","Calendar year","January",NA,"Import share","Tangerines","Fresh","United States","       9.460431654676257906544379","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1975","Calendar year","January",NA,"Import share","Citrus and noncitrus fruit","Fresh","United States","      23.532909957924331934009388","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1975","Calendar year","January",NA,"Import share","Citrus and noncitrus fruit excluding bananas","Fresh","United States","       3.136639970085264295107663","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Apples","Fresh","United States","       2.759228591270900921017528","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Apricots","Fresh","United States","       0.478011472275334636794497","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Avocados","Fresh","United States","       1.853281853281853130965828","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Bananas","Fresh","United States","      99.919007122608931581453362","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Blueberries","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Cherries","Fresh","United States","       0.055928411633109631484473","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Cranberries","Fresh","United States","       0.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Grapes","Fresh","United States","       7.754838709677419394949993","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Kiwifruit","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Mangoes","Fresh","United States","      47.271289216978644276423438","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Papayas","Fresh","United States","       1.134095445472691032762214","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Peaches and nectarines","Fresh","United States","       0.812209925026776247136695","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Pears","Fresh","United States","       1.632191338073691211363325","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Pineapples","Fresh","United States","      48.341989612465042114308744","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Plums","Fresh","United States","       1.063439677301063701619910","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Raspberries","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Strawberries","Fresh","United States","       5.981722514538908797021577","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Grapefruit","Fresh","United States","       0.467541898468800343202645","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Lemons","Fresh","United States","       0.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Limes","Fresh","United States","      15.917602996254681002596953","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Oranges","Fresh","United States","       0.637733278166812356246851","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Tangerines","Fresh","United States","       5.212168184460375108812968","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Citrus and noncitrus fruit","Fresh","United States","      25.443268044107409053822266","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1976","Calendar year","January",NA,"Import share","Citrus and noncitrus fruit excluding bananas","Fresh","United States","       3.004518156599001788009673","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Apples","Fresh","United States","       3.378987943902238999527299","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Apricots","Fresh","United States","       0.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Avocados","Fresh","United States","       2.401921537229783965017305","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Bananas","Fresh","United States","      99.914907698489614062964392","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Blueberries","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Cherries","Fresh","United States","       0.072046109510086470129053","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Cranberries","Fresh","United States","       0.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Grapes","Fresh","United States","       8.342900880214312309135494","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Kiwifruit","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Mangoes","Fresh","United States","      70.672029495558902567609039","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Papayas","Fresh","United States","       1.996841360030497281030648","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Peaches and nectarines","Fresh","United States","       0.445632798573975086320331","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Pears","Fresh","United States","       2.448282406528753174512758","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Pineapples","Fresh","United States","      48.032021347565041935467889","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Plums","Fresh","United States","       0.528945048486629376682799","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Raspberries","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Strawberries","Fresh","United States","       5.864197530864196927780085","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Grapefruit","Fresh","United States","       1.139587681824757225967915","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Lemons","Fresh","United States","       0.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Limes","Fresh","United States","      23.151750972762645375269130","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Oranges","Fresh","United States","       1.182128912846701629391077","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Tangerines","Fresh","United States","      10.879310344827587186955498","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Citrus and noncitrus fruit","Fresh","United States","      26.966135017474790913638572","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1977","Calendar year","January",NA,"Import share","Citrus and noncitrus fruit excluding bananas","Fresh","United States","       3.997236507498302948704350","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Apples","Fresh","United States","       3.913029192392593280658275","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Apricots","Fresh","United States","       0.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Avocados","Fresh","United States","       0.742836929607357476790241","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Bananas","Fresh","United States","      99.942139932348240449755394","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Blueberries","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Cherries","Fresh","United States","       0.084459459459459457209007","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Cranberries","Fresh","United States","       0.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Grapes","Fresh","United States","      14.466561823916313400673062","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Kiwifruit","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Mangoes","Fresh","United States","      73.153561627490745422619511","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Papayas","Fresh","United States","       2.672653410305751542352937","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Peaches and nectarines","Fresh","United States","       0.714932206737756814618479","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Pears","Fresh","United States","       2.876020209871745780816354","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Pineapples","Fresh","United States","      45.646766169154226133741759","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Plums","Fresh","United States","       0.961538461538461453059767","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Raspberries","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Strawberries","Fresh","United States","       7.133135637526644146078070","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Grapefruit","Fresh","United States","       0.378740741141524617230374","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Lemons","Fresh","United States","       0.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Limes","Fresh","United States","      44.969199178644764458567806","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Oranges","Fresh","United States","       0.888945329862213640126356","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Tangerines","Fresh","United States","       9.830070983007100693384928","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Citrus and noncitrus fruit","Fresh","United States","      27.437523730819769696154253","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1978","Calendar year","January",NA,"Import share","Citrus and noncitrus fruit excluding bananas","Fresh","United States","       4.333416148522162281153669","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Apples","Fresh","United States","       3.941856330930432861237023","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Apricots","Fresh","United States","       0.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Avocados","Fresh","United States","       2.496099843993759392901666","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Bananas","Fresh","United States","      99.949162236014316818000225","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Blueberries","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Cherries","Fresh","United States","       1.710526315789473894568573","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Cranberries","Fresh","United States","       0.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Grapes","Fresh","United States","      11.345418038958577255925775","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Kiwifruit","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Mangoes","Fresh","United States","      69.530059767959699001949048","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Papayas","Fresh","United States","       5.202101649066222854855823","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Peaches and nectarines","Fresh","United States","       0.466521733914663894182695","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Pears","Fresh","United States","       3.460872909055950685797143","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Pineapples","Fresh","United States","      46.830451925993330064557085","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Plums","Fresh","United States","       0.819672131147541005447010","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Raspberries","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Strawberries","Fresh","United States","       7.242990654205606837479081","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Grapefruit","Fresh","United States","       0.367544812901313022734939","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Lemons","Fresh","United States","       0.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Limes","Fresh","United States","      43.719272775266446728892333","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Oranges","Fresh","United States","       3.030433046563145271790063","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Tangerines","Fresh","United States","      10.973586269355267930336595","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Citrus and noncitrus fruit","Fresh","United States","      29.629370618400379555623658","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1979","Calendar year","January",NA,"Import share","Citrus and noncitrus fruit excluding bananas","Fresh","United States","       4.940924876215758487774110","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1980","Calendar year","January",NA,"Import share","Apples","Fresh","United States","       4.031588359357402673310844","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1980","Calendar year","January",NA,"Import share","Apricots","Fresh","United States","       0.433651344319167353358324","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1980","Calendar year","January",NA,"Import share","Avocados","Fresh","United States","       0.396825396825396803368591","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1980","Calendar year","January",NA,"Import share","Bananas","Fresh","United States","     100.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1980","Calendar year","January",NA,"Import share","Blueberries","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1980","Calendar year","January",NA,"Import share","Cherries","Fresh","United States","       0.960307298335467240946173","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1980","Calendar year","January",NA,"Import share","Cranberries","Fresh","United States","       0.000000000000000000000000","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1980","Calendar year","January",NA,"Import share","Grapes","Fresh","United States","      13.587345175777338468492417","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1980","Calendar year","January",NA,"Import share","Kiwifruit","Fresh","United States","                               NA","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1980","Calendar year","January",NA,"Import share","Mangoes","Fresh","United States","      75.847744179306346268276684","percent of fresh fruit availability"
"Table H-1--Import share, fresh fruit: Percent of domestic fresh fruit availability accounted for by imports, 1975 to date","1980","Calendar year","January",NA,"Import share","Papayas","Fresh","United States","       3.407155025553662675008582","percent of fresh fruit availability"
